[10/4/25 08:23PM] Hank used command ::yell yes sir | Player rights = OWNER	
[10/14/25 09:37PM] Hank used command ::item 19843 | Player rights = OWNER	
[10/14/25 09:38PM] Hank used command ::item 19828 | Player rights = OWNER	
[10/14/25 09:38PM] Hank used command ::item 19800 | Player rights = OWNER	
[10/14/25 09:39PM] Hank used command ::find lystu | Player rights = OWNER	
[10/14/25 09:41PM] Hank used command ::find void | Player rights = OWNER	
[10/14/25 09:42PM] Hank used command ::item 19802 | Player rights = OWNER	
[10/14/25 09:42PM] Hank used command ::item 20060 | Player rights = OWNER	
[10/14/25 09:42PM] Hank used command ::item 20062 | Player rights = OWNER	
[10/14/25 09:42PM] Hank used command ::item 20063 | Player rights = OWNER	
[10/14/25 09:42PM] Hank used command ::item 20073 | Player rights = OWNER	
[10/14/25 09:47PM] Hank used command ::item 19468 | Player rights = OWNER	
[10/14/25 09:47PM] Hank used command ::item darthvader | Player rights = OWNER	
[10/14/25 09:47PM] Hank used command ::find darthvader | Player rights = OWNER	
[10/14/25 09:47PM] Hank used command ::item 19165 | Player rights = OWNER	
[10/14/25 09:47PM] Hank used command ::item 19166 | Player rights = OWNER	
[10/14/25 09:48PM] Hank used command ::item 19471 | Player rights = OWNER	
[10/14/25 09:48PM] Hank used command ::item 19470 | Player rights = OWNER	
[10/14/25 09:48PM] Hank used command ::item 19469 | Player rights = OWNER	
[10/14/25 09:53PM] Hank used command ::item 18754 | Player rights = OWNER	
[10/14/25 09:53PM] Hank used command ::item 18746 | Player rights = OWNER	
[10/14/25 09:54PM] Hank used command ::item 18747 | Player rights = OWNER	
[10/14/25 09:54PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 09:55PM] Hank used command ::item 18712 | Player rights = OWNER	
[10/14/25 09:56PM] Hank used command ::item 18630 | Player rights = OWNER	
[10/14/25 09:57PM] Hank used command ::item 18568 | Player rights = OWNER	
[10/14/25 10:01PM] Hank used command ::item 17721 | Player rights = OWNER	
[10/14/25 10:01PM] Hank used command ::item 17720 | Player rights = OWNER	
[10/14/25 10:02PM] Hank used command ::item 17722 | Player rights = OWNER	
[10/14/25 10:02PM] Hank used command ::item 17708 | Player rights = OWNER	
[10/14/25 10:03PM] Hank used command ::item 17710 | Player rights = OWNER	
[10/14/25 10:03PM] Hank used command ::item 17711 | Player rights = OWNER	
[10/14/25 10:04PM] Hank used command ::item 17702 | Player rights = OWNER	
[10/14/25 10:04PM] Hank used command ::item 17690 | Player rights = OWNER	
[10/14/25 10:05PM] Hank used command ::item 17691 | Player rights = OWNER	
[10/14/25 10:05PM] Hank used command ::item 17692 | Player rights = OWNER	
[10/14/25 10:05PM] Hank used command ::item 17688 | Player rights = OWNER	
[10/14/25 10:06PM] Hank used command ::item 17678 | Player rights = OWNER	
[10/14/25 10:06PM] Hank used command ::item 17680 | Player rights = OWNER	
[10/14/25 10:10PM] Hank used command ::item 17676 | Player rights = OWNER	
[10/14/25 10:10PM] Hank used command ::item 17672 | Player rights = OWNER	
[10/14/25 10:10PM] Hank used command ::item 17670 | Player rights = OWNER	
[10/14/25 10:11PM] Hank used command ::item 17664 | Player rights = OWNER	
[10/14/25 10:11PM] Hank used command ::item 17666 | Player rights = OWNER	
[10/14/25 10:11PM] Hank used command ::item 17654 | Player rights = OWNER	
[10/14/25 10:13PM] Hank used command ::item 17626 | Player rights = OWNER	
[10/14/25 10:13PM] Hank used command ::item 17628 | Player rights = OWNER	
[10/14/25 10:14PM] Hank used command ::item 17630 | Player rights = OWNER	
[10/14/25 10:14PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 10:14PM] Hank used command ::item 17632 | Player rights = OWNER	
[10/14/25 10:15PM] Hank used command ::item 17638 | Player rights = OWNER	
[10/14/25 10:15PM] Hank used command ::item 17640 | Player rights = OWNER	
[10/14/25 10:15PM] Hank used command ::item 17642 | Player rights = OWNER	
[10/14/25 10:16PM] Hank used command ::item 17646 | Player rights = OWNER	
[10/14/25 10:16PM] Hank used command ::item 17648 | Player rights = OWNER	
[10/14/25 10:16PM] Hank used command ::item 17650 | Player rights = OWNER	
[10/14/25 10:16PM] Hank used command ::item 17608 | Player rights = OWNER	
[10/14/25 10:16PM] Hank used command ::item 17610 | Player rights = OWNER	
[10/14/25 10:17PM] Hank used command ::item 17612 | Player rights = OWNER	
[10/14/25 10:17PM] Hank used command ::item 17600 | Player rights = OWNER	
[10/14/25 10:19PM] Hank used command ::item 17277 | Player rights = OWNER	
[10/14/25 10:24PM] Hank used command ::find kanx | Player rights = OWNER	
[10/14/25 10:24PM] Hank used command ::item 15914 | Player rights = OWNER	
[10/14/25 10:24PM] Hank used command ::item 15925 | Player rights = OWNER	
[10/14/25 10:25PM] Hank used command ::item 16013 | Player rights = OWNER	
[10/14/25 10:25PM] Hank used command ::item 16024 | Player rights = OWNER	
[10/14/25 10:26PM] Hank used command ::find frozen | Player rights = OWNER	
[10/14/25 10:26PM] Hank used command ::item 16045 | Player rights = OWNER	
[10/14/25 10:26PM] Hank used command ::item 19331 | Player rights = OWNER	
[10/14/25 10:28PM] Hank used command ::find ripper | Player rights = OWNER	
[10/14/25 10:28PM] Hank used command ::item 15922 | Player rights = OWNER	
[10/14/25 10:28PM] Hank used command ::item 15933 | Player rights = OWNER	
[10/14/25 10:28PM] Hank used command ::item 16021 | Player rights = OWNER	
[10/14/25 10:28PM] Hank used command ::find burning | Player rights = OWNER	
[10/14/25 10:29PM] Hank used command ::item 15915 | Player rights = OWNER	
[10/14/25 10:29PM] Hank used command ::item 15926 | Player rights = OWNER	
[10/14/25 10:29PM] Hank used command ::item 16014 | Player rights = OWNER	
[10/14/25 10:30PM] Hank used command ::find levincia | Player rights = OWNER	
[10/14/25 10:30PM] Hank used command ::item 23423 | Player rights = OWNER	
[10/15/25 07:41AM] Hank used command ::item 1540 | Player rights = OWNER	
[10/15/25 07:41AM] Hank used command ::item 15450 | Player rights = OWNER	
[10/15/25 07:42AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 07:45AM] Hank used command ::item 12246 10 | Player rights = OWNER	
[10/15/25 07:46AM] Hank used command ::empty | Player rights = OWNER	
[10/15/25 07:46AM] Hank used command ::item 15246 10 | Player rights = OWNER	
[10/15/25 07:46AM] Hank used command ::empty | Player rights = OWNER	
[10/15/25 07:47AM] Hank used command ::item 15219 | Player rights = OWNER	
[10/15/25 07:51AM] Hank used command ::item 14921 | Player rights = OWNER	
[10/15/25 07:51AM] Hank used command ::item 14922 | Player rights = OWNER	
[10/15/25 07:51AM] Hank used command ::item 14923 | Player rights = OWNER	
[10/15/25 07:52AM] Hank used command ::find icey | Player rights = OWNER	
[10/15/25 07:52AM] Hank used command ::item 14924 | Player rights = OWNER	
[10/15/25 07:52AM] Hank used command ::item 14925 | Player rights = OWNER	
[10/15/25 07:53AM] Hank used command ::item 14916 | Player rights = OWNER	
[10/15/25 07:53AM] Hank used command ::itm 14917 | Player rights = OWNER	
[10/15/25 07:53AM] Hank used command ::item 14918 | Player rights = OWNER	
[10/15/25 07:53AM] Hank used command ::item 14917 | Player rights = OWNER	
[10/15/25 07:53AM] Hank used command ::item 14718 | Player rights = OWNER	
[10/15/25 07:54AM] Hank used command ::item 14919 | Player rights = OWNER	
[10/15/25 07:54AM] Hank used command ::item 14920 | Player rights = OWNER	
[10/15/25 07:55AM] Hank used command ::item 14910 | Player rights = OWNER	
[10/15/25 07:55AM] Hank used command ::item 14913 | Player rights = OWNER	
[10/15/25 07:55AM] Hank used command ::item 14914 | Player rights = OWNER	
[10/15/25 07:56AM] Hank used command ::find american | Player rights = OWNER	
[10/15/25 07:56AM] Hank used command ::item 14818 | Player rights = OWNER	
[10/15/25 07:56AM] Hank used command ::item 14820 | Player rights = OWNER	
[10/15/25 07:56AM] Hank used command ::item 14827 | Player rights = OWNER	
[10/15/25 07:59AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 08:05AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 08:07AM] Hank used command ::item 26 | Player rights = OWNER	
[10/15/25 08:08AM] Hank used command ::item 538 | Player rights = OWNER	
[10/15/25 08:13AM] Hank used command ::update 60 | Player rights = OWNER	
[10/15/25 08:24AM] Hank used command ::item 23146 | Player rights = OWNER	
[10/15/25 08:24AM] Hank used command ::item 23145 | Player rights = OWNER	
[10/15/25 08:24AM] Hank used command ::answer 70 | Player rights = OWNER	
[10/15/25 08:26AM] Hank used command ::shome2 | Player rights = OWNER	
[10/15/25 08:26AM] Hank used command ::home 2 | Player rights = OWNER	
[10/15/25 08:27AM] Hank used command ::shops2 | Player rights = OWNER	
[10/15/25 08:27AM] Hank used command ::oldhome | Player rights = OWNER	
[10/15/25 09:27AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 09:28AM] Hank used command ::find event | Player rights = OWNER	
[10/15/25 09:28AM] Hank used command ::item 26 | Player rights = OWNER	
[10/15/25 09:28AM] Hank used command ::item 15367 10 | Player rights = OWNER	
[10/15/25 09:29AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 09:29AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 09:30AM] Hank used command ::find christmas | Player rights = OWNER	
[10/15/25 09:30AM] Hank used command ::item 23357 | Player rights = OWNER	
[10/15/25 09:30AM] Hank used command ::find xmas | Player rights = OWNER	
[10/15/25 09:30AM] Hank used command ::item 4569 | Player rights = OWNER	
[10/15/25 09:31AM] Hank used command ::find halloween | Player rights = OWNER	
[10/15/25 09:31AM] Hank used command ::item 23438 | Player rights = OWNER	
[10/15/25 09:31AM] Hank used command ::find summer | Player rights = OWNER	
[10/15/25 09:31AM] Hank used command ::item 3 | Player rights = OWNER	
[10/15/25 09:31AM] Hank used command ::item 23322 10 | Player rights = OWNER	
[10/15/25 09:32AM] Hank used command ::find winter | Player rights = OWNER	
[10/15/25 09:32AM] Hank used command ::item 23358 | Player rights = OWNER	
[10/15/25 09:32AM] Hank used command ::item 11953 | Player rights = OWNER	
[10/15/25 09:33AM] Hank used command ::find spring | Player rights = OWNER	
[10/15/25 09:33AM] Hank used command ::item 23429 10 | Player rights = OWNER	
[10/15/25 09:33AM] Hank used command ::find fall | Player rights = OWNER	
[10/15/25 09:33AM] Hank used command ::find sword | Player rights = OWNER	
[10/15/25 09:34AM] Hank used command ::item 23079 | Player rights = OWNER	
[10/15/25 09:34AM] Hank used command ::item 17726 | Player rights = OWNER	
[10/15/25 09:35AM] Hank used command ::item 14023 | Player rights = OWNER	
[10/15/25 09:36AM] Hank used command ::item 1618 | Player rights = OWNER	
[10/15/25 09:36AM] Hank used command ::item 6818 | Player rights = OWNER	
[10/15/25 09:37AM] Hank used command ::item 3743 | Player rights = OWNER	
[10/15/25 09:37AM] Hank used command ::item 3079 | Player rights = OWNER	
[10/15/25 09:38AM] Hank used command ::find ween | Player rights = OWNER	
[10/15/25 09:38AM] Hank used command ::item 18406 | Player rights = OWNER	
[10/15/25 09:38AM] Hank used command ::find cape | Player rights = OWNER	
[10/15/25 09:39AM] Hank used command ::item 21613 | Player rights = OWNER	
[10/15/25 09:39AM] Hank used command ::item 32045 | Player rights = OWNER	
[10/15/25 09:39AM] Hank used command ::item 21045 | Player rights = OWNER	
[10/15/25 09:39AM] Hank used command ::item 21039 | Player rights = OWNER	
[10/15/25 09:40AM] Hank used command ::item 20081 | Player rights = OWNER	
[10/15/25 09:40AM] Hank used command ::item 19994 | Player rights = OWNER	
[10/15/25 09:40AM] Hank used command ::item 17602 | Player rights = OWNER	
[10/15/25 09:41AM] Hank used command ::item 15219 | Player rights = OWNER	
[10/15/25 09:41AM] Hank used command ::item 13596 | Player rights = OWNER	
[10/15/25 09:41AM] Hank used command ::item 11762 | Player rights = OWNER	
[10/15/25 09:42AM] Hank used command ::item 7996 | Player rights = OWNER	
[10/15/25 09:42AM] Hank used command ::item 7997 | Player rights = OWNER	
[10/15/25 09:43AM] Hank used command ::item 1052 | Player rights = OWNER	
[10/15/25 09:43AM] Hank used command ::item 8284 | Player rights = OWNER	
[10/15/25 09:44AM] Hank used command ::item 9258 | Player rights = OWNER	
[10/15/25 09:45AM] Hank used command ::item 9939 | Player rights = OWNER	
[10/15/25 09:45AM] Hank used command ::item 10636 | Player rights = OWNER	
[10/15/25 09:45AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 09:45AM] Hank used command ::item 20+ | Player rights = OWNER	
[10/15/25 09:45AM] Hank used command ::item 10635 | Player rights = OWNER	
[10/15/25 09:46AM] Hank used command ::item 14920 | Player rights = OWNER	
[10/15/25 09:46AM] Hank used command ::item 17684 | Player rights = OWNER	
[10/15/25 09:47AM] Hank used command ::item 19936 | Player rights = OWNER	
[10/15/25 09:47AM] Hank used command ::item 19936 | Player rights = OWNER	
[10/15/25 09:47AM] Hank used command ::item 19944 | Player rights = OWNER	
[10/15/25 09:47AM] Hank used command ::item 22044 | Player rights = OWNER	
[10/15/25 09:48AM] Hank used command ::find aura | Player rights = OWNER	
[10/15/25 09:48AM] Hank used command ::item 10828 | Player rights = OWNER	
[10/15/25 09:49AM] Hank used command ::item 4373 | Player rights = OWNER	
[10/15/25 09:49AM] Hank used command ::item 15449 | Player rights = OWNER	
[10/15/25 09:50AM] Hank used command ::find costume | Player rights = OWNER	
[10/15/25 09:50AM] Hank used command ::item 23395 | Player rights = OWNER	
[10/15/25 09:50AM] Hank used command ::item 23390 | Player rights = OWNER	
[10/15/25 09:51AM] Hank used command ::item 23456 | Player rights = OWNER	
[10/15/25 09:51AM] Hank used command ::item 23454 | Player rights = OWNER	
[10/15/25 09:51AM] Hank used command ::item 23457 | Player rights = OWNER	
[10/15/25 09:51AM] Hank used command ::item 23458 | Player rights = OWNER	
[10/15/25 09:51AM] Hank used command ::item 23460 | Player rights = OWNER	
[10/15/25 09:52AM] Hank used command ::item 23468 | Player rights = OWNER	
[10/15/25 09:52AM] Hank used command ::item 23472 | Player rights = OWNER	
[10/15/25 09:52AM] Hank used command ::item 23475 | Player rights = OWNER	
[10/15/25 09:53AM] Hank used command ::item 23474 | Player rights = OWNER	
[10/15/25 09:53AM] Hank used command ::item 23475 | Player rights = OWNER	
[10/15/25 09:53AM] Hank used command ::item 23476 | Player rights = OWNER	
[10/15/25 09:54AM] Hank used command ::item 23479 | Player rights = OWNER	
[10/15/25 09:54AM] Hank used command ::find gun | Player rights = OWNER	
[10/15/25 09:54AM] Hank used command ::item 17704 | Player rights = OWNER	
[10/15/25 09:55AM] Hank used command ::find rifel | Player rights = OWNER	
[10/15/25 09:55AM] Hank used command ::find rifle | Player rights = OWNER	
[10/15/25 09:55AM] Hank used command ::item 22089 | Player rights = OWNER	
[10/15/25 09:55AM] Hank used command ::item 22089 | Player rights = OWNER	
[10/15/25 09:56AM] Hank used command ::item 21606 | Player rights = OWNER	
[10/15/25 09:56AM] Hank used command ::item 9929 | Player rights = OWNER	
[10/15/25 09:56AM] Hank used command ::item 7543 | Player rights = OWNER	
[10/15/25 09:56AM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 09:57AM] Hank used command ::find wing | Player rights = OWNER	
[10/15/25 11:22AM] Hank used command ::staffzone | Player rights = OWNER	
[10/15/25 12:21PM] Hank used command ::teleto dracky | Player rights = OWNER	
[10/15/25 12:22PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 12:23PM] Hank used command ::fing hatchet | Player rights = OWNER	
[10/15/25 12:23PM] Hank used command ::find hatchet | Player rights = OWNER	
[10/15/25 12:23PM] Hank used command ::giveitem 1350 fracky | Player rights = OWNER	
[10/15/25 12:23PM] Hank used command ::giveitem 1349 1 dracky | Player rights = OWNER	
[10/15/25 12:56PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 12:56PM] Hank used command ::giveall 23020 10 | Player rights = OWNER	
[10/15/25 12:57PM] Hank used command ::giveall 23278 5 | Player rights = OWNER	
[10/15/25 06:07PM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/15/25 06:08PM] Hank used command ::givehelp kursed | Player rights = OWNER	
[10/15/25 06:12PM] Hank used command ::giveall 23278 5 | Player rights = OWNER	
[10/15/25 06:13PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:15PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:16PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:17PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:19PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:21PM] Hank used command ::find jack | Player rights = OWNER	
[10/15/25 06:21PM] Hank used command ::item 19930 | Player rights = OWNER	
[10/15/25 06:21PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:22PM] Hank used command ::item 9920 | Player rights = OWNER	
[10/15/25 06:22PM] Hank used command ::item 10723 | Player rights = OWNER	
[10/15/25 06:23PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:24PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:24PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:25PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:26PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:27PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:27PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:28PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:28PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:28PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:30PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:32PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 06:41PM] Hank used command ::fly | Player rights = OWNER	
[10/15/25 08:39PM] Hank used command ::dron | Player rights = OWNER	
[10/15/25 08:39PM] Hank used command ::slayon | Player rights = OWNER	
[10/15/25 08:40PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 08:42PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 08:46PM] Hank used command ::bank | Player rights = OWNER	
[10/15/25 08:49PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/15/25 08:51PM] Hank used command ::bank | Player rights = OWNER	
[10/16/25 01:44PM] Hank used command ::bank | Player rights = OWNER	
[10/16/25 03:04PM] Hank used command ::god | Player rights = OWNER	
[10/16/25 03:29PM] Hank used command ::bank | Player rights = OWNER	
[10/16/25 03:30PM] Hank used command ::giveall 21218 300 | Player rights = OWNER	
[10/16/25 03:56PM] Hank used command ::bank | Player rights = OWNER	
[10/16/25 08:41PM] Hank used command ::bank | Player rights = OWNER	
[10/16/25 08:41PM] Hank used command ::giveitem 23279 5 bid daddy d | Player rights = OWNER	
[10/16/25 08:42PM] Hank used command ::teleto big daddy d | Player rights = OWNER	
[10/16/25 09:46PM] Hank used command ::find milk | Player rights = OWNER	
[10/16/25 09:47PM] Hank used command ::find posin | Player rights = OWNER	
[10/16/25 09:47PM] Hank used command ::find poson | Player rights = OWNER	
[10/16/25 09:48PM] Hank used command ::find poison | Player rights = OWNER	
[10/16/25 09:48PM] Hank used command ::item  273 5 | Player rights = OWNER	
[10/16/25 09:48PM] Hank used command ::item 273 5 | Player rights = OWNER	
[10/16/25 09:48PM] Hank used command ::find milk | Player rights = OWNER	
[10/16/25 09:49PM] Hank used command ::item 1927  2 | Player rights = OWNER	
[10/16/25 09:49PM] Hank used command ::item 1927 2 | Player rights = OWNER	
[10/16/25 09:49PM] Hank used command ::item 1928 | Player rights = OWNER	
[10/16/25 09:49PM] Hank used command ::item 13571 | Player rights = OWNER	
[10/16/25 09:50PM] Hank used command ::find varrok | Player rights = OWNER	
[10/16/25 09:50PM] Hank used command ::find varroc | Player rights = OWNER	
[10/16/25 09:50PM] Hank used command ::item 8007 5 | Player rights = OWNER	
[10/16/25 09:54PM] Hank used command ::item 15413 | Player rights = OWNER	
[10/16/25 09:54PM] Hank used command ::giveitem 15413 1 blayko | Player rights = OWNER	
[10/16/25 09:55PM] Hank used command ::find omega | Player rights = OWNER	
[10/16/25 09:55PM] Hank used command ::item 10537 2 | Player rights = OWNER	
[10/16/25 09:55PM] Hank used command ::giveitem 10537 1 blakyo | Player rights = OWNER	
[10/16/25 09:56PM] Hank used command ::giveitem 10537 1 blayko | Player rights = OWNER	
[10/16/25 09:56PM] Hank used command ::find flour | Player rights = OWNER	
[10/17/25 09:31AM] Hank used command ::bank | Player rights = OWNER	
[10/17/25 03:28PM] Hank used command ::vote | Player rights = OWNER	
[10/17/25 04:09PM] Hank used command ::hween | Player rights = OWNER	
[10/17/25 04:09PM] Hank used command ::halloween | Player rights = OWNER	
[10/17/25 04:10PM] Hank used command ::event | Player rights = OWNER	
[10/17/25 04:10PM] Hank used command ::everntstart | Player rights = OWNER	
[10/17/25 04:10PM] Hank used command ::eventon | Player rights = OWNER	
[10/17/25 04:10PM] Hank used command ::startevent | Player rights = OWNER	
[10/17/25 04:10PM] Hank used command ::globalevent | Player rights = OWNER	
[10/17/25 04:11PM] Hank used command ::gloabalevent | Player rights = OWNER	
[10/17/25 04:11PM] Hank used command ::global | Player rights = OWNER	
[10/17/25 04:13PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/17/25 04:15PM] Hank used command ::spawnprime | Player rights = OWNER	
[10/17/25 04:15PM] Hank used command ::prime | Player rights = OWNER	
[10/17/25 04:15PM] Hank used command ::prime | Player rights = OWNER	
[10/17/25 04:15PM] Hank used command ::prime | Player rights = OWNER	
[10/17/25 04:17PM] Hank used command ::crim | Player rights = OWNER	
[10/17/25 06:49PM] Hank used command ::staffzone | Player rights = OWNER	
[10/17/25 06:51PM] Hank used command ::find moonshine | Player rights = OWNER	
[10/17/25 06:51PM] Hank used command ::giveall 19842 1 | Player rights = OWNER	
[10/17/25 06:52PM] Hank used command ::find whiskey | Player rights = OWNER	
[10/17/25 06:52PM] Hank used command ::item 17537 1 | Player rights = OWNER	
[10/17/25 06:52PM] Hank used command ::item 17395 1 | Player rights = OWNER	
[10/17/25 06:53PM] Hank used command ::find rum | Player rights = OWNER	
[10/17/25 06:53PM] Hank used command ::item 15428 | Player rights = OWNER	
[10/17/25 06:54PM] Hank used command ::find god | Player rights = OWNER	
[10/17/25 06:54PM] Hank used command ::item 18789 | Player rights = OWNER	
[10/17/25 06:54PM] Hank used command ::item 18796 | Player rights = OWNER	
[10/17/25 06:54PM] Hank used command ::find evil | Player rights = OWNER	
[10/17/25 06:55PM] Hank used command ::item 23437 | Player rights = OWNER	
[10/17/25 06:55PM] Hank used command ::item 5096 | Player rights = OWNER	
[10/17/25 06:56PM] Hank used command ::item 3072 | Player rights = OWNER	
[10/17/25 06:56PM] Hank used command ::item 3071 | Player rights = OWNER	
[10/17/25 06:56PM] Hank used command ::item 3073 | Player rights = OWNER	
[10/17/25 06:56PM] Hank used command ::item 3070 | Player rights = OWNER	
[10/17/25 06:56PM] Hank used command ::item 3069 | Player rights = OWNER	
[10/17/25 06:56PM] Hank used command ::item 3068 | Player rights = OWNER	
[10/17/25 06:56PM] Hank used command ::item 3068 | Player rights = OWNER	
[10/17/25 06:57PM] Hank used command ::item 3067 | Player rights = OWNER	
[10/17/25 06:57PM] Hank used command ::home | Player rights = OWNER	
[10/17/25 06:57PM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/17/25 06:58PM] Hank used command ::bank | Player rights = OWNER	
[10/17/25 07:00PM] Hank used command ::find demon | Player rights = OWNER	
[10/17/25 07:00PM] Hank used command ::item 20549 | Player rights = OWNER	
[10/17/25 07:00PM] Hank used command ::item 14910 | Player rights = OWNER	
[10/17/25 07:01PM] Hank used command ::item 6748 | Player rights = OWNER	
[10/17/25 07:01PM] Hank used command ::item 8138 | Player rights = OWNER	
[10/17/25 07:02PM] Hank used command ::item 23252 | Player rights = OWNER	
[10/17/25 07:02PM] Hank used command ::find lucifer | Player rights = OWNER	
[10/17/25 07:02PM] Hank used command ::item 23809 | Player rights = OWNER	
[10/17/25 07:02PM] Hank used command ::item 23810 | Player rights = OWNER	
[10/17/25 07:03PM] Hank used command ::item 23811 | Player rights = OWNER	
[10/17/25 07:03PM] Hank used command ::item 23812 | Player rights = OWNER	
[10/17/25 07:03PM] Hank used command ::item 23813 | Player rights = OWNER	
[10/17/25 07:32PM] Hank used command ::find blood | Player rights = OWNER	
[10/17/25 07:32PM] Hank used command ::item 23697 | Player rights = OWNER	
[10/17/25 07:33PM] Hank used command ::item 23249 | Player rights = OWNER	
[10/17/25 07:34PM] Hank used command ::item 19943 | Player rights = OWNER	
[10/17/25 07:34PM] Hank used command ::item 19942 | Player rights = OWNER	
[10/17/25 07:34PM] Hank used command ::item 19941 | Player rights = OWNER	
[10/17/25 07:34PM] Hank used command ::item 19940 | Player rights = OWNER	
[10/17/25 07:35PM] Hank used command ::item 19938 | Player rights = OWNER	
[10/17/25 07:35PM] Hank used command ::item 18753 | Player rights = OWNER	
[10/17/25 07:35PM] Hank used command ::item 18752 | Player rights = OWNER	
[10/17/25 07:35PM] Hank used command ::item 18751 | Player rights = OWNER	
[10/17/25 07:35PM] Hank used command ::item 18750 | Player rights = OWNER	
[10/17/25 07:36PM] Hank used command ::find water | Player rights = OWNER	
[10/17/25 07:37PM] Hank used command ::find chaos | Player rights = OWNER	
[10/17/25 07:37PM] Hank used command ::item 20442 | Player rights = OWNER	
[10/17/25 07:37PM] Hank used command ::item 20446 | Player rights = OWNER	
[10/17/25 07:38PM] Hank used command ::find dark | Player rights = OWNER	
[10/17/25 07:38PM] Hank used command ::bank | Player rights = OWNER	
[10/17/25 07:38PM] Hank used command ::item 17608 | Player rights = OWNER	
[10/17/25 07:38PM] Hank used command ::item 17610 | Player rights = OWNER	
[10/17/25 07:38PM] Hank used command ::item 17612 | Player rights = OWNER	
[10/17/25 07:39PM] Hank used command ::find light | Player rights = OWNER	
[10/17/25 07:39PM] Hank used command ::item 23296 | Player rights = OWNER	
[10/17/25 07:40PM] Hank used command ::item 19909 | Player rights = OWNER	
[10/17/25 07:40PM] Hank used command ::item 18840 | Player rights = OWNER	
[10/17/25 07:40PM] Hank used command ::item 18837 | Player rights = OWNER	
[10/17/25 07:41PM] Hank used command ::iteme 18836 | Player rights = OWNER	
[10/17/25 07:41PM] Hank used command ::item 18836 | Player rights = OWNER	
[10/17/25 07:41PM] Hank used command ::find sun | Player rights = OWNER	
[10/17/25 07:42PM] Hank used command ::find assassin | Player rights = OWNER	
[10/17/25 07:42PM] Hank used command ::find asassin | Player rights = OWNER	
[10/17/25 07:42PM] Hank used command ::find kill | Player rights = OWNER	
[10/17/25 07:52PM] Hank used command ::bank | Player rights = OWNER	
[10/17/25 07:53PM] Hank used command ::bank | Player rights = OWNER	
[10/18/25 09:27AM] Hank used command ::spawnskelton | Player rights = OWNER	
[10/18/25 09:27AM] Hank used command ::spawnskeleton | Player rights = OWNER	
[10/18/25 09:27AM] Hank used command ::oz | Player rights = OWNER	
[10/18/25 09:40AM] Hank used command ::item 9922 | Player rights = OWNER	
[10/18/25 09:40AM] Hank used command ::item 22040 | Player rights = OWNER	
[10/18/25 09:41AM] Hank used command ::item 33. | Player rights = OWNER	
[10/18/25 09:41AM] Hank used command ::item 22039 | Player rights = OWNER	
[10/18/25 11:34AM] Hank used command ::bank | Player rights = OWNER	
[10/18/25 11:35AM] Hank used command ::giveiten 23279 2 dracky | Player rights = OWNER	
[10/18/25 11:35AM] Hank used command ::giveitem 23279 2 dracky | Player rights = OWNER	
[10/18/25 11:42AM] Hank used command ::giveitem 23279 2 thecyb | Player rights = OWNER	
[10/18/25 07:54PM] Hank used command ::bank | Player rights = OWNER	
[10/18/25 07:54PM] Hank used command ::find pack | Player rights = OWNER	
[10/18/25 07:54PM] Hank used command ::item 3910 1 | Player rights = OWNER	
[10/18/25 07:55PM] Hank used command ::find box | Player rights = OWNER	
